TRUE,edriawana,priestein,bleuv smana,Gene Hard Science Research Institute,Religious Government Religious ,Radical Left Hard Science ,bleuv smana,staoz flurg,friysil,126.0 52.0 43.81146093987914 -99.0 2.0 33.650633571729514,341 E athon Street
TRUE,edriawana,friysil,craorhiel,Paul Radical Right Think Tank,Government Religious ,Radical Right Foreign Policy ,craorhiel,atren,zaspoassau,141.0 59.0 15.791547211975805 -92.0 46.0 54.89694227509286,124 E greom clax Lane
TRUE,craiya,muchaecia,blob skos,Dorris Foreign Policy Watch,Religious ,Nationalist Foreign Policy ,blob skos,iofliuland,East swaeq sneau,184.0 31.0 38.847836331086185 -224.0 0.0 28.73241551283362,290gopruyvania Street
TRUE,edriawana,iofliuland,craiya,Betsy Radical Right Council,Government Government ,Radical Right Social Science ,craiya,koflurg,iofliuland,135.0 50.0 14.35450526786777 -231.0 35.0 29.848356218431007,107atron Lane
TRUE,edriawana,spoy strela,fleis flye,Borris Radical Left Institute,Independent ,Radical Left Foreign Policy ,fleis flye,swaeq sneau,vedrijan,213.0 33.0 15.058588224677043 -158.0 57.0 18.30351420792103,256 S othurg
TRUE,craiya,spoy strela,snoera,Ebzen Radical Right Council,Government Religious ,Radical Right Foreign Policy ,snoera,othurg,stoydan,214.0 39.0 56.168878782621626 -69.0 47.0 53.27403797810656,341 S odriasia Road
TRUE,edriawana,friysil,craorhiel,Betsy Nationalist Council,Corporate Government ,Nationalist Foreign Policy ,craorhiel,blaonia,odriasia,320.0 40.0 0.28321656595717026 -45.0 0.0 10.489161252159395,317swaeq sneau Lane
TRUE,craiya,iupreosal,staoz flurg,Lee Conservative Think Tank,Independent ,Conservative Hard Science ,staoz flurg,xusheurhiel,uthiulor,36.0 44.0 36.00224934413966 -220.0 22.0 5.373027603663068,100 S ogrya
TRUE,edriawana,atron,stiuca,Ebzen Conservative Think Tank,Religious ,Conservative Foreign Policy ,stiuca,osmurg,Griffinton,251.0 33.0 44.084416814741175 -118.0 26.0 6.123865094906936,212zaspoassau Lane
TRUE,edriawana,priestein,bleuv smana,Mera Nationalist Research Institute,Religious Religious Religious ,Nationalist Hard Science ,bleuv smana,vedrijan,Westerwynne,157.0 32.0 10.073230624513458 -239.0 33.0 49.709275575878415,206 N East friysil Lane
TRUE,edriawana,atron,claog fleau,Gene Foreign Policy Watch,Religious ,Neutral Foreign Policy ,claog fleau,fleisau,West stroum chus,329.0 26.0 6.711862167371668 -320.0 33.0 20.551275922233604,354 S sceuw chax Road
TRUE,edriawana,gescialand,fleis flye,Darol Hard Science Research Institute,Government Government ,Neutral Hard Science ,fleis flye,Westerwynne,rochein,167.0 18.0 9.837056592629859 -359.0 38.0 44.029498642761006,18 E zaspoassau
TRUE,craiya,East xusheurhiel,blob skos,Lee Foreign Policy Research Institute,Corporate Corporate Corporate ,Conservative Foreign Policy ,blob skos,Highkeep,Westerwynne,193.0 41.0 26.24179395416972 -15.0 39.0 53.874088796589405,105 N osmurg Street
TRUE,craiya,spoy strela,fleis flye,Robert Neutral Council,Corporate Government ,Neutral Hard Science ,fleis flye,blob skos,rochein,169.0 47.0 12.419122773611281 -40.0 17.0 1.838067010849766,30boclain Street
TRUE,edriawana,friysil,craorhiel,Darol Radical Right Institute,Corporate Government ,Radical Right Social Science ,craorhiel,qotria,zaspoassau,30.0 51.0 6.803333595413241 -204.0 42.0 16.613722137947477,182East qotria Lane
TRUE,edriawana,priestein,snoera,Paul Hard Science Watch,Corporate Religious ,Neutral Hard Science ,snoera,boclain,bleuv smana,325.0 39.0 38.81665844865508 -254.0 10.0 10.660233244022873,72 N Westerwynne Lane
TRUE,edriawana,iofliuland,stoydan,Robert Radical Left Council,Independent ,Radical Left Social Science ,stoydan,bleuv smana,osken,231.0 0.0 49.15051432246202 -343.0 57.0 48.582981728382954,19 E athon Road
TRUE,craiya,East xusheurhiel,vedrijan,Anna Radical Left Institute,Corporate Government ,Radical Left Foreign Policy ,vedrijan,South Westerwynne,South rochein,39.0 54.0 57.8864083379312 -322.0 47.0 44.22743591370416,125 S West xusheurhiel
TRUE,edriawana,spoy strela,rochein,Ebzen Radical Left Research Institute,Corporate ,Radical Left Foreign Policy ,rochein,echya,swaeq sneau,0.0 27.0 17.372757040841915 -328.0 40.0 17.086080584542977,308 N steitho Lane
TRUE,craiya,East xusheurhiel,bleuv smana,Ebzen Neutral Research Institute,Government ,Neutral Hard Science ,bleuv smana,claog fleau,stroum chus,346.0 9.0 12.463239057204083 -256.0 45.0 12.646076200550821,266steitho Road
TRUE,edriawana,spoy strela,rochein,Terry Conservative Council,Corporate Corporate ,Conservative Hard Science ,rochein,priestein,stroum chus,340.0 46.0 56.37259047807531 -78.0 8.0 32.966090613635544,35 S gopruyvania Road
TRUE,edriawana,friysil,craorhiel,Robert Radical Right Watch,Corporate Corporate ,Radical Right Social Science ,craorhiel,ostryae,eshington,201.0 36.0 30.040298452109106 -338.0 23.0 5.630576274837093,11 E othurg
TRUE,craiya,muchaecia,blob skos,Woolley Conservative Think Tank,Government ,Conservative Social Science ,blob skos,iofliuland,East swaeq sneau,184.0 31.0 38.847836331086185 -224.0 0.0 28.73241551283362,290gopruyvania Street
TRUE,edriawana,claog fleau,swaeq sneau,Jason Hard Science Institute,Independent ,Neutral Hard Science ,swaeq sneau,eshistan,jotra,342.0 27.0 37.466312448513655 -309.0 46.0 35.48465651646366,303 E osnyae Road
TRUE,craiya,East xusheurhiel,blob skos,Anna Social Science Watch,Independent ,Neutral Social Science ,blob skos,osnyae,rochein,192.0 15.0 26.927613858934475 -283.0 48.0 29.269709201213015,165 E gescialand Lane
TRUE,craiya,iupreosal,swaeq sneau,Mera Hard Science Watch,Religious Corporate Corporate ,Conservative Hard Science ,swaeq sneau,iofliuland,gescialand,194.0 37.0 30.967793583025934 -328.0 11.0 49.44442346969382,160East echya
TRUE,edriawana,zaspoassau,iofliuland,Gene Radical Left Watch,Government Religious ,Radical Left Social Science ,iofliuland,iethana,ogrya,223.0 34.0 10.357746510192564 -87.0 5.0 38.12274228371035,142 N osmurg Lane
TRUE,craiya,spoy strela,treiria,Gale Nationalist Research Institute,Government Government ,Nationalist Social Science ,treiria,xusheurhiel,muchaecia,11.0 3.0 34.46968959360125 -128.0 5.0 15.969946669791366,129 S athon Street
TRUE,craiya,priestein,West stroum chus,Jameson Hard Science Watch,Independent ,Conservative Hard Science ,West stroum chus,jotra,snoera,351.0 40.0 14.42893080027525 -128.0 27.0 33.44207390111062,20 N koflurg Road
TRUE,craiya,muchaecia,blob skos,Lee Radical Right Watch,Corporate Religious Government ,Radical Right Hard Science ,blob skos,swaeq sneau,East priestein,269.0 33.0 36.16757379159951 -178.0 3.0 38.343209192484856,313 N muchaecia Lane
TRUE,craiya,spoy strela,atron,Jameson Hard Science Research Institute,Religious ,Radical Right Hard Science ,atron,apreyles,sceuw chax,65.0 16.0 14.28244675620006 -185.0 32.0 28.160763094822435,143 S echya Lane
TRUE,edriawana,atron,sceuw chax,Darol Foreign Policy Council,Independent ,Radical Left Foreign Policy ,sceuw chax,muchaecia,atren,114.0 12.0 25.08140331902518 -301.0 42.0 3.45646849365836,123 S fleis flye Lane
TRUE,craiya,spoy strela,eshington,Sophie Social Science Think Tank,Government Government Corporate ,Neutral Social Science ,eshington,atron,ostryae,103.0 57.0 7.69707488912111 -69.0 7.0 38.63634875578451,346 S osken Lane
TRUE,edriawana,xusheurhiel,odriasia,Paul Radical Right Think Tank,Corporate Government Corporate ,Radical Right Social Science ,odriasia,sceuw chax,rochein,58.0 43.0 5.675508762895603 -14.0 2.0 42.311656328833024,40 S blob skos Road
TRUE,craiya,pacren,muchaecia,Anna Foreign Policy Watch,Independent ,Neutral Foreign Policy ,muchaecia,muchaecia,iupreosal,125.0 46.0 2.4167043733647304 -345.0 30.0 50.732291193579506,8 N staoz flurg
TRUE,edriawana,spoy strela,blaonia,Robert Hard Science Institute,Corporate ,Radical Right Hard Science ,blaonia,East Highkeep,osnyae,145.0 44.0 0.6552383063742556 -301.0 20.0 58.94620963815796,280 N East atren Street
TRUE,craiya,muchaecia,blob skos,Gene Social Science Institute,Religious Government Government ,Radical Right Social Science ,blob skos,fleis flye,odriasia,74.0 23.0 30.47306478907979 -161.0 26.0 4.168498580507229,190 N South friysil
TRUE,edriawana,iofliuland,stoydan,Dorris Hard Science Watch,Independent ,Radical Left Hard Science ,stoydan,bleuv smana,osken,175.0 42.0 44.05597288934282 -274.0 32.0 26.517472190186318,327bleuv smana
TRUE,craiya,East xusheurhiel,blob skos,Elizabeth Conservative Research Institute,Independent ,Conservative Hard Science ,blob skos,osnyae,rochein,227.0 51.0 13.537436145661568 -173.0 41.0 14.529744417447052,285 E osnyae Road
TRUE,edriawana,gescialand,fleis flye,Rock Social Science Research Institute,Corporate Corporate ,Radical Left Social Science ,fleis flye,staoz flurg,echya,85.0 13.0 9.47362017458217 -337.0 19.0 28.414914490667893,248 N snoera Street
TRUE,craiya,priestein,West stroum chus,Darol Neutral Think Tank,Religious Corporate ,Neutral Foreign Policy ,West stroum chus,xusheurhiel,echya,327.0 4.0 44.96147968167974 -356.0 1.0 45.73613090198532,125 S friysil Lane
TRUE,edriawana,stoydan,xusheurhiel,Anna Neutral Think Tank,Religious Government ,Neutral Hard Science ,xusheurhiel,ostryae,gescialand,183.0 43.0 47.57202635490708 -265.0 32.0 43.55414033173711,84 S claog fleau Road
TRUE,craiya,pacren,pacren,Terry Radical Right Institute,Corporate Corporate Government ,Radical Right Social Science ,pacren,West snoera,steitho,63.0 18.0 33.06778833621544 -226.0 58.0 17.712230658817816,199 S East glaynia Road
TRUE,craiya,spoy strela,gescialand,Rose Hard Science Council,Corporate Corporate Religious ,Neutral Hard Science ,gescialand,Highkeep,blaonia,191.0 50.0 33.583883773180716 -330.0 8.0 54.14766698566672,187 E gopruyvania Street
TRUE,edriawana,gescialand,fleis flye,Dorris Neutral Think Tank,Independent ,Neutral Hard Science ,fleis flye,guswouca,xapra,297.0 26.0 29.825725758154388 -89.0 27.0 44.86816829728281,226 E steitho Road
TRUE,edriawana,priestein,fleis flye,Gale Hard Science Council,Government Corporate ,Conservative Hard Science ,fleis flye,rochein,iupreosal,222.0 33.0 5.475407525993699 -55.0 41.0 39.76838916946786,266 N steitho Road
TRUE,craiya,muchaecia,blob skos,Rock Hard Science Research Institute,Corporate ,Radical Right Hard Science ,blob skos,gescialand,West osnyae,165.0 1.0 56.938973723258385 -95.0 23.0 54.9668261954815,127 N osmurg Road
TRUE,craiya,spoy strela,atron,Darol Nationalist Think Tank,Independent ,Nationalist Foreign Policy ,atron,blob skos,fleis flye,165.0 5.0 22.01367591280944 -332.0 24.0 42.54401710290429,87odriasia Lane
TRUE,craiya,muchaecia,blob skos,Gene Social Science Research Institute,Independent ,Nationalist Social Science ,blob skos,iupreosal,ogrya,88.0 47.0 15.944097829538395 -204.0 47.0 35.57715809242938,17 E guswouca Road
TRUE,craiya,priestein,West stroum chus,Anna Nationalist Research Institute,Government Religious Corporate ,Nationalist Hard Science ,West stroum chus,osken,othurg,30.0 3.0 35.15425524960295 -235.0 26.0 1.7206974413330798,161 N claog fleau Road
TRUE,edriawana,gescialand,fleis flye,James Radical Right Institute,Corporate ,Radical Right Foreign Policy ,fleis flye,xapra,eshistan,297.0 5.0 30.57506037325246 -248.0 2.0 4.402553087581424,15 S blob skos Street
TRUE,edriawana,zaspoassau,othurg,Betsy Conservative Watch,Corporate Corporate ,Conservative Social Science ,othurg,ostryae,glaynia,98.0 8.0 39.375134344212086 -356.0 13.0 45.27386691206307,33apreyles Street
TRUE,edriawana,xusheurhiel,swoe stror,Borris Hard Science Watch,Government ,Radical Left Hard Science ,swoe stror,jotra,echya,85.0 50.0 18.222829875696824 -226.0 6.0 38.04780362296942,7 N jotra
TRUE,craiya,pacren,eshington,Woolley Nationalist Watch,Government Corporate ,Nationalist Hard Science ,eshington,stroum chus,edriawana,136.0 50.0 14.345982409985888 -341.0 0.0 29.607222082545576,296gopruyvania Lane
TRUE,craiya,muchaecia,blob skos,Anna Hard Science Research Institute,Religious Government ,Neutral Hard Science ,blob skos,stoydan,priestein,101.0 55.0 23.395713330510215 -201.0 5.0 44.232463805188694,218 S osken Lane
TRUE,edriawana,zaspoassau,othurg,Mera Nationalist Watch,Independent ,Nationalist Social Science ,othurg,sceuw chax,eshistan,252.0 21.0 49.16174042538474 -67.0 55.0 6.3785439586632044,112 E pacren Street
TRUE,edriawana,gescialand,fleis flye,Jameson Hard Science Watch,Government Religious ,Conservative Hard Science ,fleis flye,athon,North echya,352.0 1.0 16.982453372527534 -28.0 21.0 54.6854498194933,321 S East staoz flurg Road
TRUE,craiya,spoy strela,atron,Paul Hard Science Think Tank,Independent ,Radical Right Hard Science ,atron,East atron,fleis flye,219.0 59.0 25.601169777000617 -288.0 52.0 23.71678508681252,206osken
TRUE,edriawana,gescialand,fleis flye,Terry Foreign Policy Think Tank,Independent ,Radical Left Foreign Policy ,fleis flye,rochein,odriasia,283.0 20.0 37.69016371459292 -19.0 35.0 23.025997181939776,23 N craorhiel Street
TRUE,edriawana,boclain,atron,Elizabeth Nationalist Watch,Government Corporate ,Nationalist Social Science ,atron,greom clax,spoy strela,289.0 50.0 11.025449397688305 -139.0 25.0 41.15387811858474,177 E othurg Lane
TRUE,craiya,spoy strela,snoera,Rose Social Science Research Institute,Corporate Corporate Government ,Conservative Social Science ,snoera,jotra,osken,52.0 5.0 42.67360970121988 -150.0 21.0 43.26041456650672,161uthiulor
TRUE,edriawana,xusheurhiel,ostryae,Anna Hard Science Think Tank,Independent ,Nationalist Hard Science ,ostryae,edriawana,echya,286.0 29.0 58.05152192892253 -10.0 28.0 7.614774364735268,122 S echya Road
TRUE,craiya,East xusheurhiel,echya,Terry Radical Left Think Tank,Corporate Religious Government ,Radical Left Foreign Policy ,echya,vedrijan,eshistan,226.0 48.0 36.244326295372666 -52.0 39.0 10.694333931736312,314 S staoz flurg Street
TRUE,craiya,swaeq sneau,snoera,Terry Foreign Policy Institute,Religious Corporate ,Radical Right Foreign Policy ,snoera,West xusheurhiel,eshington,210.0 1.0 2.9864736489202817 -97.0 13.0 37.02405637971029,28 S echya
TRUE,edriawana,claog fleau,iofliuland,Betsy Radical Left Think Tank,Religious ,Radical Left Hard Science ,iofliuland,osnyae,West oskait,332.0 36.0 2.7745593127283494 -26.0 56.0 35.246402308706024,244 N pacren
TRUE,edriawana,atron,claog fleau,Elizabeth Neutral Council,Independent ,Neutral Hard Science ,claog fleau,koflurg,North oskait,279.0 7.0 2.1291455867118585 -198.0 24.0 2.3265031108237486,162 N eshistan
TRUE,edriawana,claog fleau,craorhiel,Borris Radical Right Institute,Religious Government Corporate ,Radical Right Social Science ,craorhiel,glaynia,pacren,83.0 19.0 23.76645832552013 -49.0 20.0 15.817832535172519,55 N edriawana
TRUE,craiya,muchaecia,blob skos,Jason Social Science Watch,Government Corporate Religious ,Radical Left Social Science ,blob skos,iofliuland,East swaeq sneau,129.0 42.0 16.802344142210394 -284.0 7.0 28.460560602478424,221 S greom clax Road
TRUE,craiya,muchaecia,blob skos,Woolley Social Science Council,Corporate Corporate ,Conservative Social Science ,blob skos,stoydan,priestein,357.0 21.0 50.930552420856486 -277.0 4.0 2.8145605005491423,121 E East treiria
TRUE,edriawana,xusheurhiel,odriasia,James Conservative Institute,Corporate Government Religious ,Conservative Social Science ,odriasia,qotria,North stroum chus,201.0 39.0 31.56320693184944 -188.0 46.0 19.4768556622444,2muchaecia
TRUE,edriawana,zaspoassau,iofliuland,Sophie Hard Science Council,Corporate ,Radical Right Hard Science ,iofliuland,iupreosal,Griffinton,284.0 56.0 56.79081571535905 -252.0 38.0 48.812043055331785,326 N iofliuland Lane
TRUE,edriawana,stoydan,rochein,Woolley Social Science Research Institute,Religious Corporate ,Radical Left Social Science ,rochein,stroum chus,West osmurg,23.0 19.0 45.582846465684604 -306.0 49.0 42.389163326227184,9 S ostryae Road
TRUE,craiya,pacren,muchaecia,Carol Nationalist Think Tank,Corporate Corporate Government ,Nationalist Foreign Policy ,muchaecia,iethana,North uthiulor,315.0 36.0 57.79669125931199 -353.0 0.0 58.93060689129562,280 S gopruyvania Lane
TRUE,edriawana,priestein,koflurg,James Nationalist Institute,Government Government Religious ,Nationalist Foreign Policy ,koflurg,blob skos,ogrya,170.0 5.0 47.335517060021594 -253.0 3.0 24.714356047979546,248 S othurg Road
TRUE,edriawana,xusheurhiel,snoera,Mera Foreign Policy Research Institute,Government ,Radical Left Foreign Policy ,snoera,osmurg,athon,4.0 39.0 37.556015569150674 -201.0 26.0 22.135165452279608,330 S blaonia Street
TRUE,edriawana,xusheurhiel,friysil,Jason Social Science Watch,Independent ,Neutral Social Science ,friysil,bleuv smana,ewhurg,91.0 34.0 54.29474160840304 -298.0 58.0 43.4229041467146,142Westerwynne Lane
TRUE,craiya,spoy strela,iupreosal,Sophie Social Science Research Institute,Government Religious ,Neutral Social Science ,iupreosal,East fleisau,spoy strela,156.0 12.0 43.38460071038387 -97.0 59.0 50.63831871087138,214 N apreyles Street
TRUE,craiya,muchaecia,blob skos,Ebzen Social Science Watch,Corporate Corporate ,Radical Right Social Science ,blob skos,iofliuland,East swaeq sneau,82.0 40.0 24.00031488362702 -329.0 35.0 55.4114286219713,233 S craorhiel Lane
TRUE,edriawana,spoy strela,rochein,Hannah Foreign Policy Institute,Religious Government ,Radical Left Foreign Policy ,rochein,gopruyvania,vedrijan,65.0 7.0 45.500155464175876 -126.0 51.0 57.44828108918753,151osnyae Lane
TRUE,craiya,iupreosal,ogrya,Woolley Hard Science Watch,Religious Religious Government ,Neutral Hard Science ,ogrya,edriawana,North osnyae,77.0 46.0 2.040835924753202 -202.0 13.0 15.125448660982185,21 E rochein Road
TRUE,edriawana,gescialand,fleis flye,Betsy Conservative Council,Independent ,Conservative Social Science ,fleis flye,pruil shium,xapra,99.0 19.0 5.23650309084792 -42.0 33.0 7.671777257618385,35 S othurg
